STATION,DATE,REPORT TYPE,SOURCE,DailyWeather,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,REM,REPORT   TYPE,SOURCE,WindEquipmentChangeDate
3797035047,2022-01-05T16:00:00,FM-12,4,,33,41,,,-0.06,3,74,29.97,BKN:06 23,29.79,,38,310,,15,SYN07003797 455// /3113 10048 20005 30088 40149 53019 333 55305 20192 86/23=,FM-12,4,
3797035047,2022-01-05T17:00:00,FM-12,4,,33,42,,,-0.07,2,71,29.99,FEW:01 24 BKN:07 32,29.81,,38,310,,16,SYN07603797 455// /3114 10053 20005 30096 40157 52023 333 55300 20005 81/24 87/32=,FM-12,4,
3797035047,2022-01-05T18:00:00,FM-12,4,,33,41,,|SHRA |,-0.06,2,74,30.01,FEW:02 25 BKN:06 32,29.83,,38,310,,14,SYN09403797 175// /3112 10049 20006 30103 40164 52022 69902 781// 333 10056 55300 20000 82/25 86/33=,FM-12,4,
3797035047,2022-01-05T19:00:00,FM-12,4,,33,40,,,-0.06,1,75,30.03,SCT:03 34,29.85,,37,320,,15,SYN07003797 456// /3213 10046 20005 30110 40171 51021 333 55300 20000 83/35=,FM-12,4,
3797035047,2022-01-05T20:00:00,FM-12,4,,33,39,,,-0.06,2,79,30.06,,29.88,,37,320,,14,SYN07003797 459// /3212 10040 20006 30117 40179 52021 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-05T21:00:00,FM-12,4,,33,39,,,-0.06,2,78,30.08,BKN:05 34,29.89,,37,320,,13,SYN07003797 456// /3211 10039 20004 30123 40185 52020 333 55300 20000 85/35=,FM-12,4,
3797035047,2022-01-05T22:00:00,FM-12,4,,32,39,,,-0.05,1,77,30.09,BKN:07 34,29.9,,36,320,,14,SYN07003797 456// /3212 10039 20002 30126 40188 51016 333 55300 20000 87/35=,FM-12,4,
3797035047,2022-01-05T23:00:00,FM-12,4,,32,38,,,-0.04,2,81,30.1,FEW:01 38,29.92,,36,320,,14,SYN07003797 456// /3212 10032 20002 30132 40194 52015 333 55300 20000 81/39=,FM-12,4,
3797035047,2022-01-06T00:00:00,FM-12,4,,32,37,,,-0.02,1,81,30.1,,29.92,,35,320,,9,SYN07603797 159// /3208 10029 20000 30131 40193 51008 60001 333 55/// 20440 8//99=,FM-12,4,
3797035047,2022-01-06T01:00:00,FM-12,4,,32,37,,,-0.02,1,83,30.11,,29.93,,35,320,,8,SYN07003797 459// /3207 10026 21001 30134 40196 51008 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-06T02:00:00,FM-12,4,,31,35,,,-0.01,2,87,30.11,,29.93,,33,290,,6,SYN07003797 459// /2905 10014 21006 30135 40197 52003 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-06T03:00:00,FM-12,4,,31,34,,,-0.01,2,90,30.11,,29.93,,33,290,,8,SYN07003797 459// /2907 10012 21003 30136 40198 52005 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-06T04:00:00,FM-12,4,,28,30,,,-0.01,2,92,30.12,,29.93,,29,270,,7,SYN07003797 459// /2706 11009 21021 30137 40199 52003 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-06T05:00:00,FM-12,4,,30,31,,,-0.01,2,95,30.12,,29.94,,31,270,,9,SYN07003797 459// /2708 11004 21011 30138 40201 52004 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-06T06:00:00,FM-12,4,,28,30,,,-0.01,2,94,30.12,,29.94,,29,270,,7,SYN10003797 159// /2706 11012 21021 30138 40201 52002 60002 333 21012 3/104 55067 55300 20000 79999 8//99=,FM-12,4,
3797035047,2022-01-06T07:00:00,FM-12,4,,28,29,,,0,2,96,30.12,,29.94,,29,220,,8,SYN07003797 459// /2207 11018 21023 30138 40200 52001 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-06T08:00:00,FM-12,4,,27,29,,,-0.01,3,94,30.14,,29.95,,28,250,,8,SYN07003797 459// /2507 11018 21026 30142 40205 53004 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-06T09:00:00,FM-12,4,,28,31,,,-0.01,2,91,30.14,,29.95,,30,240,,9,SYN07003797 459// /2408 11008 21021 30143 40206 52005 333 55304 20087 8//99=,FM-12,4,
3797035047,2022-01-06T10:00:00,FM-12,4,,30,35,,,0.01,9,83,30.13,,29.94,,33,210,,6,SYN07003797 459// /2105 10014 21012 30140 40202 50002 333 55310 20413 8//99=,FM-12,4,
3797035047,2022-01-06T11:00:00,FM-12,4,,31,37,,,0.02,8,80,30.11,,29.93,,35,170,,5,SYN07003797 459// /1704 10026 21006 30135 40197 58007 333 55310 20741 8//99=,FM-12,4,
3797035047,2022-01-06T12:00:00,FM-12,4,,34,41,,,0.04,8,76,30.09,,29.91,,38,220,,11,SYN07603797 159// /2210 10049 20009 30129 40190 58014 69921 333 55310 20931 8//99=,FM-12,4,
3797035047,2022-01-06T13:00:00,FM-12,4,,31,42,,,0.06,8,66,30.06,FEW:02 41,29.88,,37,210,,8,SYN07003797 456// /2107 10054 21005 30118 40179 58021 333 55310 20903 82/42=,FM-12,4,
3797035047,2022-01-06T14:00:00,FM-12,4,,32,41,,,0.07,8,68,30.04,SCT:04 42 BKN:06 157,29.86,,37,190,,8,SYN07603797 456// /1907 10052 21002 30111 40172 58024 333 55301 20384 84/43 86/66=,FM-12,4,
3797035047,2022-01-06T15:00:00,FM-12,4,,36,41,,|SHRA |,0.07,6,83,30.02,SCT:03 21 BKN:05 35,29.84,,39,190,,9,SYN08203797 475// /1908 10051 20025 30105 40166 56024 781// 333 55300 20216 83/21 85/36=,FM-12,4,
3797035047,2022-01-06T16:00:00,FM-12,4,,37,41,,,0.07,8,86,29.99,FEW:01 33 BKN:07 118,29.81,,39,190,,11,SYN07603797 456// /1910 10051 20030 30094 40155 58024 333 55300 20078 81/34 87/62=,FM-12,4,
3797035047,2022-01-06T17:00:00,FM-12,4,,36,43,,,0.07,8,77,29.96,OVC:08 79,29.79,,40,200,,14,SYN07003797 459// /2012 10061 20023 30087 40147 58025 333 55300 20000 88/58=,FM-12,4,
3797035047,2022-01-06T18:00:00,FM-12,4,,36,44,,,0.06,6,73,29.95,OVC:08 49,29.78,,40,210,,18,SYN08203797 157// /2116 10066 20021 30083 40143 56022 69922 333 10066 55300 20000 88/50=,FM-12,4,
3797035047,2022-01-06T19:00:00,FM-12,4,,38,43,,,0.05,6,84,29.93,SCT:04 27 BKN:06 49,29.75,,41,200,,17,SYN07603797 455// /2015 10059 20034 30076 40137 56018 333 55300 20000 84/27 86/50=,FM-12,4,
3797035047,2022-01-06T20:00:00,FM-12,4,,38,44,,,0.07,8,82,29.9,FEW:01 27 BKN:07 49,29.72,,41,200,,25,SYN09403797 455// /2022 10064 20035 30063 40124 58023 333 553// 2//// 81/27 87/50 90710 91133 91033=,FM-12,4,
3797035047,2022-01-06T21:00:00,FM-12,4,,40,42,,,0.07,7,92,29.88,SCT:03 10 BKN:06 42,29.7,,41,200,,22,SYN08803797 454// /2019 10058 20046 30058 40118 57025 333 55300 20000 83/10 86/43 90710 91132=,FM-12,4,
3797035047,2022-01-06T22:00:00,FM-12,4,,42,43,,,0.06,6,98,29.87,BKN:05 6 BKN:05 13,29.69,,43,200,,22,SYN09403797 473// /2019 10060 20057 30054 40114 56022 710// 333 55300 20000 85/06 85/13 90710 91128=,FM-12,4,
3797035047,2022-01-06T23:00:00,FM-12,4,,43,44,,|RA |,0.05,7,99,29.85,BKN:07 5,29.67,,44,200,,16,SYN08803797 472// /2014 10064 20062 30048 40108 57016 761// 333 55300 20000 87/05 90710 91126=,FM-12,4,
3797035047,2022-01-06T23:59:00,SOD  ,O,RA BR,,,,,,,,,,,,,,,,,SOD  ,O,
3797035047,2022-01-07T00:00:00,FM-12,4,,43,44,,,0.04,7,96,29.84,FEW:02 6 BKN:07 69,29.66,,44,220,,13,SYN08203797 153// /2211 10068 20062 30045 40105 57013 69981 333 55/// 20366 82/06 87/57=,FM-12,4,
3797035047,2022-01-07T01:00:00,FM-12,4,,40,42,,,0.02,5,90,29.85,SCT:03 27 BKN:05 49,29.67,,41,270,,16,SYN07603797 455// /2714 10058 20042 30047 40107 55007 333 55300 20000 83/27 85/50=,FM-12,4,
3797035047,2022-01-07T02:00:00,FM-12,4,,41,42,,,0.01,7,97,29.84,FEW:01 21 BKN:06 79,29.66,,42,250,,8,SYN07603797 455// /2507 10053 20049 30044 40104 57003 333 55300 20000 81/21 86/58=,FM-12,4,
3797035047,2022-01-07T03:00:00,FM-12,4,,38,39,,,0.01,8,93,29.83,FEW:02 59,29.65,,39,230,,9,SYN07003797 457// /2308 10041 20031 30042 40102 58003 333 55300 20000 82/56=,FM-12,4,
3797035047,2022-01-07T04:00:00,FM-12,4,,37,40,,,0.02,6,89,29.83,SCT:04 98,29.65,,39,240,,11,SYN07003797 459// /2410 10042 20026 30040 40101 56007 333 55300 20000 84/60=,FM-12,4,
3797035047,2022-01-07T05:00:00,FM-12,4,,36,38,,,0.01,6,91,29.83,FEW:01 98,29.65,,37,240,,11,SYN07003797 459// /2410 10036 20023 30040 40101 56004 333 55300 20000 81/60=,FM-12,4,
3797035047,2022-01-07T06:00:00,FM-12,4,,35,38,,,0.01,6,88,29.83,FEW:01 128,29.65,,37,230,,11,SYN10003797 159// /2310 10036 20018 30039 40100 56002 60012 333 20033 3/000 55043 55300 20000 70016 81/63=,FM-12,4,
3797035047,2022-01-07T07:00:00,FM-12,4,,34,38,,,0.01,7,86,29.83,,29.65,,36,230,,15,SYN07003797 459// /2313 10035 20013 30039 40100 57002 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-07T08:00:00,FM-12,4,,34,38,,,0,3,86,29.83,SCT:04 157,29.65,,36,240,,14,SYN07003797 459// /2412 10033 20012 30040 40101 53001 333 55300 20000 84/66=,FM-12,4,
3797035047,2022-01-07T09:00:00,FM-12,4,,35,38,,,0,7,87,29.83,BKN:07 167,29.65,,37,230,,14,SYN07003797 459// /2312 10034 20014 30039 40100 57001 333 55300 20072 87/67=,FM-12,4,
3797035047,2022-01-07T10:00:00,FM-12,4,,35,39,,,-0.01,1,83,29.83,FEW:02 177,29.65,,37,250,,15,SYN07003797 459// /2513 10040 20014 30041 40101 51002 333 55303 20238 82/68=,FM-12,4,
3797035047,2022-01-07T11:00:00,FM-12,4,,34,42,,,-0.01,3,75,29.84,FEW:02 167,29.66,,39,260,,17,SYN07003797 459// /2615 10055 20013 30043 40104 53003 333 55309 20694 82/67=,FM-12,4,
3797035047,2022-01-07T12:00:00,FM-12,4,,34,42,,,-0.01,2,71,29.83,FEW:01 31,29.66,,39,270,,21,SYN07603797 156// /2718 10058 20009 30043 40103 52004 60001 333 55308 20804 81/31=,FM-12,4,
3797035047,2022-01-07T13:00:00,FM-12,4,,32,43,,,0,9,67,29.83,,29.65,,38,270,,16,SYN08203797 459// /2714 10060 20002 30042 40102 50001 333 55310 20932 8//99 90710 91125=,FM-12,4,
3797035047,2022-01-07T14:00:00,FM-12,4,,32,42,,,0.01,8,69,29.82,,29.64,,38,270,,17,SYN08203797 459// /2715 10056 20002 30038 40098 58005 333 55309 20742 8//99 90710 91126=,FM-12,4,
3797035047,2022-01-07T15:00:00,FM-12,4,,33,41,,,0,5,73,29.83,BKN:06 138,29.65,,38,260,,16,SYN07003797 459// /2614 10048 20003 30041 40101 55001 333 55301 20225 86/64=,FM-12,4,
3797035047,2022-01-07T16:00:00,FM-12,4,,34,40,,,0.01,5,79,29.83,BKN:07 108,29.65,,37,240,,13,SYN07003797 459// /2411 10043 20009 30039 40100 55002 333 55300 20059 87/61=,FM-12,4,
3797035047,2022-01-07T17:00:00,FM-12,4,,34,39,,,0.01,8,82,29.81,OVC:08 89,29.64,,37,240,,9,SYN07003797 459// /2408 10038 20009 30036 40096 58002 333 55300 20000 88/59=,FM-12,4,
3797035047,2022-01-07T18:00:00,FM-12,4,,34,39,,,0.01,6,82,29.82,OVC:08 89,29.64,,37,240,,7,SYN08203797 159// /2406 10038 20010 30037 40097 56004 60002 333 10064 55300 20000 88/59=,FM-12,4,
3797035047,2022-01-07T19:00:00,FM-12,4,,32,37,,,0,3,84,29.83,BKN:07 49,29.65,,35,250,,8,SYN07003797 457// /2507 10027 20002 30039 40101 53001 333 55300 20000 87/50=,FM-12,4,
3797035047,2022-01-07T20:00:00,FM-12,4,,34,38,,,-0.03,3,85,29.85,BKN:06 59,29.67,,36,270,,11,SYN07003797 457// /2710 10032 20009 30046 40107 53010 333 55300 20000 86/56=,FM-12,4,
3797035047,2022-01-07T21:00:00,FM-12,4,,34,37,,,-0.04,1,88,29.85,,29.67,,36,270,,13,SYN07003797 459// /2711 10030 20012 30048 40109 51012 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-07T22:00:00,FM-12,4,,34,36,,,-0.05,3,91,29.88,SCT:04 15,29.7,,35,280,,13,SYN07003797 454// /2811 10023 20010 30057 40118 53018 333 55300 20000 84/15=,FM-12,4,
3797035047,2022-01-07T23:00:00,FM-12,4,,32,34,,,-0.06,3,92,29.91,SCT:04 12,29.73,,33,270,,10,SYN07003797 454// /2709 10011 20000 30067 40128 53021 333 55300 20000 84/12=,FM-12,4,
3797035047,2022-01-08T00:00:00,FM-12,4,,33,35,,,-0.06,1,94,29.91,,29.73,,34,270,,11,SYN07603797 159// /2710 10016 20008 30068 40129 51019 60001 333 55/// 20367 8//99=,FM-12,4,
3797035047,2022-01-08T01:00:00,FM-12,4,,33,33,,,-0.04,1,97,29.92,FEW:02 138,29.73,,33,240,,13,SYN07003797 459// /2411 10008 20003 30069 40131 51012 333 55300 20000 82/64=,FM-12,4,
3797035047,2022-01-08T02:00:00,FM-12,4,,32,34,,,0,9,94,29.91,BKN:06 128 BKN:07 157,29.73,,33,250,,9,SYN07603797 459// /2508 10011 20002 30068 40130 50001 333 55300 20000 86/63 87/66=,FM-12,4,
3797035047,2022-01-08T03:00:00,FM-12,4,,32,34,,,0.01,8,95,29.9,BKN:05 89 SCT:03 128 BKN:07 157,29.72,,33,230,,8,SYN08203797 459// /2307 10009 20002 30063 40125 58004 333 55300 20000 85/59 83/63 87/66=,FM-12,4,
3797035047,2022-01-08T04:00:00,FM-12,4,,33,35,,,0.02,7,93,29.89,OVC:08 79,29.71,,34,220,,8,SYN07003797 459// /2207 10014 20004 30061 40122 57008 333 55300 20000 88/58=,FM-12,4,
3797035047,2022-01-08T05:00:00,FM-12,4,,33,35,,,0.04,7,94,29.87,BKN:07 59 BKN:05 128,29.69,,34,210,,8,SYN07603797 457// /2107 10015 20006 30055 40116 57013 333 55300 20000 87/56 85/63=,FM-12,4,
3797035047,2022-01-08T06:00:00,FM-12,4,,34,36,,,0.06,8,94,29.84,FEW:01 32 BKN:07 46,29.66,,35,180,,8,SYN10603797 156// /1807 10021 20012 30045 40106 58019 60002 333 20003 3/102 55040 55300 20000 70000 81/32 87/47=,FM-12,4,
3797035047,2022-01-08T07:00:00,FM-12,4,,35,38,,,0.08,8,89,29.81,FEW:02 24 SCT:03 28 BKN:07 33,29.63,,37,170,,7,SYN08203797 455// /1706 10031 20014 30035 40096 58026 333 55300 20000 82/24 83/28 87/34=,FM-12,4,
3797035047,2022-01-08T08:00:00,FM-12,4,,38,40,,|DZ |,0.1,8,93,29.77,SCT:04 20 BKN:06 79,29.59,,39,170,,8,SYN08203797 475// /1707 10046 20035 30022 40082 58033 751// 333 55300 20000 84/20 86/58=,FM-12,4,
3797035047,2022-01-08T09:00:00,FM-12,4,,43,44,,|RA |,0.11,8,99,29.72,BKN:07 49,29.55,,44,180,,10,SYN07603797 477// /1809 10064 20063 30006 40066 58038 761// 333 55300 20017 87/50=,FM-12,4,
3797035047,2022-01-08T10:00:00,FM-12,4,,46,47,,|RA |,0.14,8,97,29.67,FEW:01 24 SCT:03 31 BKN:07 49,29.49,,47,200,,14,SYN08803797 475// /2012 10082 20077 39987 40046 58048 761// 333 55300 20079 81/24 83/31 87/50=,FM-12,4,
3797035047,2022-01-08T11:00:00,FM-12,4,,47,49,,,0.17,8,93,29.6,FEW:01 12 BKN:07 59,29.43,,48,210,,18,SYN07603797 454// /2116 10092 20081 39965 40025 58056 333 55300 20196 81/12 87/56=,FM-12,4,
3797035047,2022-01-08T12:00:00,FM-12,4,,47,49,,|DZ |,0.18,8,94,29.54,BKN:06 59,29.36,,48,200,,20,SYN09403797 177// /2017 10093 20083 39944 40003 58062 69941 751// 333 55300 20310 86/56 90710 91125=,FM-12,4,
3797035047,2022-01-08T13:00:00,FM-12,4,,48,49,,|DZ |,0.2,8,95,29.47,FEW:02 11 BKN:05 17,29.29,,48,210,,20,SYN09403797 474// /2117 10095 20087 39920 49979 58067 751// 333 55300 20307 82/11 85/17 90710 91127=,FM-12,4,
3797035047,2022-01-08T14:00:00,FM-12,4,,48,49,,|RA |,0.19,6,97,29.41,BKN:06 8 BKN:05 16,29.23,,48,210,,20,SYN09403797 473// /2117 10092 20088 39900 49959 56065 762// 333 55300 20096 86/08 85/16 90710 91127=,FM-12,4,
3797035047,2022-01-08T15:00:00,FM-12,4,,48,48,,|RA |,0.18,6,98,29.36,FEW:01 9 BKN:07 44,29.19,,48,210,,14,SYN08203797 473// /2112 10090 20087 39884 49942 56060 762// 333 55300 20046 81/09 87/45=,FM-12,4,
3797035047,2022-01-08T16:00:00,FM-12,4,,48,49,,|SHRA |,0.16,6,98,29.3,BKN:06 7 SCT:03 14,29.13,,48,200,,18,SYN08203797 473// /2016 10092 20089 39864 49923 56055 781// 333 55300 20024 86/07 83/14=,FM-12,4,
3797035047,2022-01-08T17:00:00,FM-12,4,,47,48,,,0.14,6,97,29.27,FEW:02 24 BKN:06 59,29.1,,47,210,,14,SYN08803797 455// /2112 10090 20086 39853 49912 56047 333 55300 20001 82/24 86/56 90710 91125=,FM-12,4,
3797035047,2022-01-08T18:00:00,FM-12,4,,47,48,,,0.12,6,97,29.24s,FEW:02 24 BKN:07 98,29.06s,,47,240,,13,SYN08803797 155// /2411 10088 20083 39842 49901 56040 60042 333 10097 55300 20000 82/24 87/60=,FM-12,4,
3797035047,2022-01-08T19:00:00,FM-12,4,,43,44,,|RA |,0.02,5,95,29.28,SCT:04 28 SCT:04 33 BKN:05 44,29.11,,44,290,,16,SYN10003797 475// /2914 10067 20059 39858 49917 55006 762// 333 55300 20000 84/28 84/34 85/45 90710 91126=,FM-12,4,
3797035047,2022-01-08T20:00:00,FM-12,4,,42,44,,|RA |,-0.02,3,93,29.29,FEW:02 29 SCT:04 36 BKN:06 44,29.12,,43,300,,10,SYN08803797 475// /3009 10066 20056 39861 49920 53008 761// 333 55300 20000 82/29 84/37 86/45=,FM-12,4,
3797035047,2022-01-08T21:00:00,FM-12,4,,41,45,,,-0.06,1,87,29.31,SCT:03 21 BKN:05 49,29.13,,43,300,,16,SYN08203797 455// /3014 10072 20052 39865 49924 51022 333 55300 20000 83/21 85/50 91024=,FM-12,4,
3797035047,2022-01-08T22:00:00,FM-12,4,,39,43,,,-0.05,3,87,29.34,BKN:07 49 SCT:03 128,29.16,,41,300,,15,SYN08803797 457// /3013 10061 20040 39875 49934 53017 333 55300 20000 87/50 83/63 90710 91134=,FM-12,4,
3797035047,2022-01-08T23:00:00,FM-12,4,,37,42,,,-0.08,3,82,29.38,FEW:02 28 SCT:03 138 BKN:07 177,29.2,,40,280,,21,SYN09403797 455// /2818 10056 20027 39889 49948 53028 333 55300 20000 82/28 83/64 87/68 90710 91127=,FM-12,4,
3797035047,2022-01-08T23:59:00,SOD  ,O,RA DZ,,,,,,,,,,,,,,,,,SOD  ,O,
3797035047,2022-01-09T00:00:00,FM-12,4,,36,41,,,-0.1,3,82,29.41,FEW:01 187,29.23,,39,280,,20,SYN08803797 159// /2817 10048 20020 39900 49960 53035 60021 333 55/// 20103 81/69 90710 91128=,FM-12,4,
3797035047,2022-01-09T01:00:00,FM-12,4,,35,39,,,-0.1,1,86,29.44,,29.26,,37,270,,15,SYN07003797 459// /2713 10037 20015 39909 49969 51034 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-09T02:00:00,FM-12,4,,35,39,,,-0.08,1,83,29.46,,29.28,,37,270,,20,SYN08203797 459// /2717 10041 20014 39915 49975 51027 333 55300 20000 8//99 90710 91126=,FM-12,4,
3797035047,2022-01-09T03:00:00,FM-12,4,,34,39,,,-0.06,1,84,29.48,,29.3,,37,270,,18,SYN08203797 459// /2716 10038 20013 39923 49983 51022 333 55300 20000 8//99 90710 91126=,FM-12,4,
3797035047,2022-01-09T04:00:00,FM-12,4,,34,38,,,-0.06,1,86,29.49,,29.32,,36,270,,15,SYN08203797 459// /2713 10034 20012 39928 49988 51019 333 55300 20000 8//99 90710 91125=,FM-12,4,
3797035047,2022-01-09T05:00:00,FM-12,4,,34,38,,,-0.05,2,85,29.51,,29.34,,36,260,,17,SYN07003797 459// /2615 10032 20009 39934 49994 52018 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-09T06:00:00,FM-12,4,,33,36,,,-0.04,2,87,29.52,,29.35,,35,250,,14,SYN10003797 159// /2512 10025 20006 39938 49998 52014 60022 333 20024 3/000 55000 55300 20000 70052 8//99=,FM-12,4,
3797035047,2022-01-09T07:00:00,FM-12,4,,33,36,,,-0.04,2,88,29.54,,29.36,,35,250,,14,SYN07003797 459// /2512 10022 20004 39943 40004 52015 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-09T08:00:00,FM-12,4,,33,35,,,-0.05,3,92,29.57,,29.39,,34,240,,11,SYN07003797 459// /2410 10015 20003 39952 40013 53018 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-09T09:00:00,FM-12,4,,33,35,,,-0.06,2,90,29.58,,29.4,,34,240,,10,SYN07003797 459// /2409 10019 20004 39957 40018 52020 333 55303 20089 8//99=,FM-12,4,
3797035047,2022-01-09T10:00:00,FM-12,4,,34,38,,,-0.06,1,84,29.6,,29.42,,36,260,,9,SYN07003797 459// /2608 10036 20011 39963 40023 51019 333 55310 20407 8//99=,FM-12,4,
3797035047,2022-01-09T11:00:00,FM-12,4,,35,41,,,-0.04,1,79,29.6,,29.43,,38,260,,14,SYN07003797 459// /2612 10052 20019 39965 40025 51013 333 55309 20671 8//99=,FM-12,4,
3797035047,2022-01-09T12:00:00,FM-12,4,,35,43,,,-0.03,1,75,29.61,,29.44,,40,280,,14,SYN07603797 159// /2812 10060 20019 39969 40028 51011 60001 333 55310 20911 8//99=,FM-12,4,
3797035047,2022-01-09T13:00:00,FM-12,4,,36,44,,,0.02,9,74,29.61,,29.44,,40,270,,15,SYN07003797 459// /2713 10064 20021 39969 40028 50006 333 55310 20960 8//99=,FM-12,4,
3797035047,2022-01-09T14:00:00,FM-12,4,,36,44,,,-0.03,2,74,29.63,,29.45,,40,270,,11,SYN07003797 459// /2710 10066 20022 39974 40033 52009 333 55310 20827 8//99=,FM-12,4,
3797035047,2022-01-09T15:00:00,FM-12,4,,36,43,,,-0.03,3,75,29.64,,29.47,,40,270,,8,SYN07003797 459// /2707 10063 20022 39978 40038 53010 333 55310 20510 8//99=,FM-12,4,
3797035047,2022-01-09T16:00:00,FM-12,4,,34,39,,,-0.04,3,83,29.66,,29.48,,37,250,,7,SYN07003797 459// /2506 10037 20010 39984 40044 53015 333 55302 20139 8//99=,FM-12,4,
3797035047,2022-01-09T17:00:00,FM-12,4,,36,40,,,-0.04,3,85,29.67,FEW:01 33,29.5,,38,220,,6,SYN07003797 456// /2205 10045 20022 39989 40049 53015 333 55300 20000 81/34=,FM-12,4,
3797035047,2022-01-09T18:00:00,FM-12,4,,34,37,,,-0.05,1,87,29.7,FEW:02 32,29.52,,36,210,,6,SYN08203797 156// /2105 10028 20009 39996 40057 51018 60002 333 10067 55300 20000 82/32=,FM-12,4,
3797035047,2022-01-09T19:00:00,FM-12,4,,34,37,,,-0.06,2,89,29.72,,29.54,,36,220,,7,SYN07003797 459// /2206 10026 20010 30003 40064 52019 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-09T20:00:00,FM-12,4,,34,37,,,-0.06,2,91,29.74,,29.56,,36,240,,10,SYN07003797 459// /2409 10026 20013 30009 40070 52021 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-09T21:00:00,FM-12,4,,35,37,,,-0.06,2,92,29.75,,29.57,,36,250,,10,SYN07003797 459// /2509 10026 20014 30015 40076 52019 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-09T22:00:00,FM-12,4,,33,35,,,-0.05,1,93,29.77,,29.59,,34,250,,9,SYN07003797 459// /2508 10018 20008 30019 40081 51016 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-09T23:00:00,FM-12,4,,33,35,,,-0.06,3,94,29.8,,29.62,,34,240,,9,SYN07003797 459// /2408 10017 20008 30030 40091 53021 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-10T00:00:00,FM-12,4,,35,36,,,-0.07,3,94,29.83,,29.65,,36,240,,7,SYN07603797 159// /2406 10023 20014 30041 40102 53025 60001 333 55/// 20439 8//99=,FM-12,4,
3797035047,2022-01-10T01:00:00,FM-12,4,,33,35,,,-0.08,1,94,29.85,,29.67,,34,240,,9,SYN07003797 459// /2408 10015 20007 30048 40109 51028 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-10T02:00:00,FM-12,4,,35,36,,,-0.08,3,95,29.88,,29.7,,36,280,,5,SYN07003797 459// /2804 10022 20014 30059 40120 53028 333 553// 2//// 8//99=,FM-12,4,
3797035047,2022-01-10T03:00:00,FM-12,4,,33,33,,,-0.07,1,98,29.9,,29.72,,33,260,,8,SYN07003797 459// /2607 10008 20005 30065 40126 51024 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-10T04:00:00,FM-12,4,,33,33,,,-0.07,1,97,29.92,,29.74,,33,260,,6,SYN07003797 459// /2605 10007 20003 30071 40133 51023 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-10T05:00:00,FM-12,4,,33,34,,,-0.07,3,97,29.96,,29.77,,34,250,,5,SYN07003797 459// /2504 10013 20008 30082 40144 53023 333 55300 20000 8//99=,FM-12,4,
3797035047,2022-01-10T06:00:00,FM-12,4,,36,36,,,-0.08,3,97,29.98,,29.8,,36,180,,3,SYN10003797 159// /1803 10025 20020 30091 40152 53026 60002 333 20002 3/104 55064 55300 20000 70000 8//99=,FM-12,4,
3797035047,2022-01-10T07:00:00,FM-12,4,,34,36,,,-0.09,3,95,30.01,BKN:06 157,29.83,,35,180,,5,SYN07003797 459// /1804 10021 20013 30103 40164 53032 333 55300 20000 86/66=,FM-12,4,
3797035047,2022-01-10T08:00:00,FM-12,4,,35,37,,,-0.09,3,93,30.05,OVC:08 138,29.86,,36,140,,6,SYN07003797 459// /1405 10027 20017 30113 40175 53031 333 55300 20000 88/64=,FM-12,4,
3797035047,2022-01-10T09:00:00,FM-12,4,,37,38,,,-0.09,1,97,30.08,OVC:08 148,29.89,,38,160,,7,SYN07003797 459// /1606 10034 20030 30123 40185 51032 333 55300 20075 88/65=,FM-12,4,
3797035047,2022-01-10T10:00:00,FM-12,4,,39,41,,,-0.09,1,94,30.1,OVC:08 138,29.92,,40,170,,6,SYN07003797 459// /1705 10048 20039 30133 40194 51030 333 55300 20243 88/64=,FM-12,4,
3797035047,2022-01-10T11:00:00,FM-12,4,,40,43,,,-0.08,1,90,30.12,OVC:08 157,29.94,,42,170,,5,SYN07003797 459// /1704 10063 20047 30139 40200 51026 333 55300 20443 88/66=,FM-12,4,
